age,sex,edu,race,income,us_residency,wb,mind,belong,efficacy,support,idea,soc_med,npi,moa_ach,moa_import
21,male,2 year degree,AfricanAmerican,"under20,000",no,3,3.666666667,3.1,2.6,40,4,33,6,33,74
22,female,2 year degree,other,"under20,000",no,5,3.866666667,4.1,3,72,3.375,37,7,46,79
21,other,2 year degree,AfricanAmerican,not say,no,5.166666667,4.266666667,2.6,4,51,3.625,29,3,39,79
24,male,2 year degree,AfricanAmerican,"40-59,999",no,4.166666667,1.866666667,1.7,3.5,60,4,21,2,47,76
27,female,2 year degree,AfricanAmerican,not say,no,4.333333333,5.333333333,2.6,3.4,71,3.5,24,3,49,74
24,female,2 year degree,AfricanAmerican,NA,no,6.333333333,4.866666667,1.4,3.3,63,2.875,26,5,38,79
20,female,2 year degree,other,not say,no,3.5,4,2.7,2.5,57,3.625,31,3,36,65
30,female,2 year degree,AfricanAmerican,"20-39,999",no,3.333333333,2.6,2.2,3.6,47,3.625,43,7,44,70
22,female,2 year degree,AfricanAmerican,"20-39,999",no,2.5,4.266666667,2.6,3.1,61,3.625,44,3,38,74
23,female,2 year degree,AfricanAmerican,"under20,000",no,5.333333333,5.466666667,2.6,3.6,73,3.5,36,5,43,53
23,female,2 year degree,other,"under20,000",no,3.666666667,4,3.1,2.8,71,3.375,40,6,54,71
21,female,2 year degree,AfricanAmerican,not say,no,6.166666667,4.6,3.1,3.8,79,3.5,48,3,37,54
23,male,2 year degree,other,"80-99,999",no,6.166666667,4.133333333,1.7,3.2,72,3.625,29,5,35,69
26,male,2 year degree,AfricanAmerican,NA,no,2.666666667,2.933333333,1.8,3.9,26,4,35,3,36,57
21,female,2 year degree,Asian-Pacific,"under20,000",no,2.666666667,4.133333333,4.4,2.5,69,3.125,27,5,48,63
25,female,2 year degree,other,not say,no,4.166666667,4.2,2.3,3.3,73,3.625,31,6,38,68
25,male,2 year degree,AfricanAmerican,not say,no,5.333333333,5.466666667,2.3,3.1,69,3.5,28,9,35,75
39,female,2 year degree,AfricanAmerican,"under20,000",no,2.833333333,4.6,1.7,2.8,77,3.375,28,3,57,71
30,female,2 year degree,AfricanAmerican,not say,no,4,3.8,2,3.3,41,3.125,29,4,46,61
28,female,2 year degree,other,not say,no,4.666666667,4.6,3.3,3.4,66,3,25,3,33,77
25,female,2 year degree,AfricanAmerican,not say,no,2.5,4.266666667,3.7,2.8,49,3.625,40,1,58,78
NA,female,2 year degree,white,"under20,000",yes,5.333333333,3.866666667,4.1,2.6,69,3.125,38,2,34,48
NA,male,2 year degree,white,"60-79,999",yes,6.666666667,2.466666667,2.6,3.8,71,2.625,28,4,53,73
38,male,2 year degree,white,"40-59,999",yes,6.166666667,4.866666667,1.6,3.2,72,2.75,39,1,57,65
22,female,2 year degree,"1,5","under20,000",yes,2.833333333,3.466666667,3.6,2.2,59,4,36,9,34,60
21,male,2 year degree,white,"under20,000",yes,2.5,4.2,3.5,3.6,51,3,28,1,38,35
18,female,2 year degree,white,not say,yes,5.833333333,4.533333333,2.7,3.8,73,4,13,0,35,56
18,female,2 year degree,white,"60-79,999",yes,4.333333333,4.066666667,4,4,61,3.5,42,4,41,68
32,male,2 year degree,white,"under20,000",yes,5,3.6,3.3,3.6,62,2.5,22,5,55,72
37,female,2 year degree,"1,3","60-79,999",yes,5.333333333,3.8,2.1,3.5,70,3.375,23,3,57,73
19,male,2 year degree,white,"100-199,999",yes,4.833333333,3.6,2.7,4,71,3.375,32,5,29,53
48,male,2 year degree,white,"60-79,999",yes,7,2.8,3,3.9,84,3.125,52,4,57,78
20,female,2 year degree,"1,3","under20,000",yes,4.666666667,2.866666667,3.9,3.8,77,3.5,33,1,42,56
18,female,2 year degree,white,"20-39,999",yes,3,3,4.3,3,71,4,26,3,34,74
20,female,2 year degree,"1,2,4",not say,yes,2.333333333,3.266666667,3.6,2.8,63,3.125,31,6,43,65
25,female,2 year degree,Hispanic,"20-39,999",yes,4,3.266666667,3.5,2.8,56,1.875,41,1,51,77
20,female,2 year degree,"2,4","80-99,999",yes,3.5,3.2,3.9,2.5,54,3.375,39,4,31,57
NA,female,2 year degree,white,"100-199,999",yes,6.333333333,4.466666667,3.4,3.7,71,3.875,40,5,46,51
NA,male,2 year degree,Hispanic,not say,yes,6,4.2,2.6,4,53,3.75,43,5,44,68
NA,female,2 year degree,white,"100-199,999",yes,3.166666667,3.4,3.5,3,70,3.5,43,4,30,68
NA,female,2 year degree,white,"under20,000",yes,3.666666667,3.666666667,2.4,3,68,3.75,29,2,39,76
NA,female,2 year degree,white,"100-199,999",yes,4.666666667,3.933333333,3.7,3.8,84,3.875,48,3,44,74
20,female,2 year degree,white,"100-199,999",yes,4.833333333,4.066666667,3.6,3.5,84,3.875,37,4,42,64
23,female,2 year degree,AfricanAmerican,"under20,000",yes,3.333333333,4.266666667,3,3.1,72,3.75,34,7,43,74
NA,female,2 year degree,white,"40-59,999",yes,3.833333333,3.533333333,2.8,2.7,49,2.571428571,31,1,34,77
NA,male,2 year degree,Native,"40-59,999",yes,6.5,5,3.6,3.7,66,3.25,29,5,57,78
NA,male,2 year degree,white,not say,yes,6.833333333,4.4,1.3,3.7,77,3.25,23,4,42,58
NA,female,2 year degree,white,"20-39,999",yes,3.666666667,3.133333333,4.4,2.4,74,3.75,26,2,36,78
25,male,2 year degree,other,"20-39,999",yes,4,3.6,3.6,3.1,59,2.75,30,1,36,58
22,female,2 year degree,white,"under20,000",yes,5.5,2.4,4.4,2.9,70,3,34,0,39,74
20,male,2 year degree,white,"20-39,999",yes,4.333333333,2.933333333,4.1,3.3,73,3.75,27,1,34,46
21,male,2 year degree,white,not say,yes,7,4.533333333,1.5,3.8,77,2.75,26,4,43,63
23,female,2 year degree,white,not say,yes,2.333333333,1.666666667,4.8,2,84,3.125,45,3,37,78
21,female,2 year degree,white,"under20,000",yes,5.833333333,2.933333333,4.4,3.1,78,3.625,35,0,49,63
20,male,2 year degree,white,"under20,000",yes,5.333333333,3.866666667,2.8,2.4,80,3.625,34,1,37,60
NA,female,2 year degree,white,not say,no,5.666666667,4.133333333,1.6,3,60,2.375,15,1,32,40
NA,female,2 year degree,white,"under20,000",no,2.5,3.6,3.6,2.6,67,4,46,2,35,72
NA,female,2 year degree,white,not say,no,6,4,3,3,83,3.25,41,1,36,68
NA,female,2 year degree,white,"40-59,999",no,3.833333333,3.4,2.8,3.3,72,3.5,49,4,43,69
NA,female,2 year degree,white,not say,no,3.666666667,3.733333333,4.1,3,66,4,40,4,42,72
NA,female,2 year degree,white,"under20,000",no,4.333333333,2.6,2.4,3.1,60,3.875,34,8,39,44
NA,female,2 year degree,white,not say,no,6.166666667,4.933333333,3.5,2.9,84,3.875,44,5,42,70
NA,female,2 year degree,white,"under20,000",no,2.833333333,3.866666667,2.5,3.9,84,3.75,45,2,44,71
22,female,2 year degree,other,"under20,000",no,3.666666667,4.066666667,4.1,2.9,81,4,46,4,37,77
21,female,2 year degree,white,"under20,000",no,3.333333333,3.733333333,4,2.9,80,3.875,26,1,49,66
20,female,2 year degree,white,"60-79,999",no,4.833333333,3,2.9,3,72,3.375,28,2,32,65
20,female,2 year degree,white,not say,no,5.833333333,2.866666667,3,4,34,4,52,1,36,64
19,female,2 year degree,Asian-Pacific,not say,no,4.166666667,2.666666667,4,2.3,73,3.125,40,4,50,64
20,male,2 year degree,white,"100-199,999",no,5.5,4.4,3,3.6,61,3,31,1,36,74
NA,male,2 year degree,"1,2","under20,000",yes,4.833333333,4.4,3.2,3.5,60,4,46,3,35,70
20,male,2 year degree,"1,3","60-79,999",yes,5.5,4.533333333,3.5,3.5,70,3.125,47,3,39,65
NA,male,4 year degree,Asian-Pacific,"under20,000",yes,4.166666667,2.733333333,3.5,3.4,52,3.25,26,1,33,66
NA,female,4 year degree,white,"100-199,999",yes,5.666666667,4.266666667,3.5,3.6,56,3.375,32,7,49,66
NA,female,4 year degree,white,"40-59,999",yes,3.833333333,3.333333333,4.2,2.9,56,3.25,43,0,45,70
NA,female,4 year degree,white,"40-59,999",yes,5.666666667,5.466666667,2.9,3.7,80,3.25,27,9,49,59
NA,female,4 year degree,white,"20-39,999",yes,4,4.8,3.7,3.1,71,2.625,35,7,46,59
NA,female,4 year degree,Hispanic,"under20,000",yes,5,4.133333333,3.4,3,57,3.75,26,7,38,61
NA,male,4 year degree,white,"40-59,999",yes,3.333333333,2.866666667,4.2,2.2,49,3.5,31,1,35,46
NA,male,4 year degree,white,"20-39,999",yes,3.666666667,3.133333333,2.5,3.4,77,3.875,39,5,40,48
NA,female,4 year degree,white,"20-39,999",yes,5.5,4.2,4,3.3,80,4,37,6,43,60
NA,female,4 year degree,white,not say,yes,2.833333333,5.266666667,4.3,1.6,48,4,30,1,23,52
NA,male,4 year degree,white,"60-79,999",yes,5.5,4.733333333,3.1,3.4,66,3.625,37,1,48,74
22,female,4 year degree,white,not say,no,3.333333333,3.8,2.3,3.3,53,3.25,37,5,35,48
23,female,4 year degree,white,"under20,000",no,4.333333333,2.666666667,4.4,3.8,67,4,42,7,38,70
25,female,4 year degree,white,"under20,000",no,5.333333333,1.8,3,2.9,54,3.625,26,1,37,64
25,male,4 year degree,white,"under20,000",no,5.666666667,4.333333333,1.1,3.1,70,1.875,18,5,40,42
23,female,4 year degree,white,"80-99,999",no,3.333333333,3.6,4.1,2.9,48,4,23,4,40,59
23,female,4 year degree,white,"60-79,999",no,3.666666667,4.266666667,4.2,3,74,3.75,42,6,41,70
23,male,4 year degree,white,"20-39,999",no,4.166666667,1.8,4.2,3.4,81,3.875,23,7,33,62
25,female,4 year degree,white,"60-79,999",no,4.666666667,3.866666667,3.3,2.7,82,3.25,28,3,39,70
25,female,4 year degree,white,"under20,000",no,3.666666667,4.133333333,4.3,2.3,60,3.5,37,7,34,73
25,female,4 year degree,white,not say,yes,4.5,4.066666667,4.2,3.4,65,3.875,31,6,42,72
40,female,4 year degree,white,"40-59,999",yes,4.5,4.2,3.4,3.6,64,2.75,34,4,56,61
25,female,4 year degree,white,not say,yes,2.5,3.2,2.9,2.7,38,3.625,30,4,37,64
25,female,4 year degree,white,"under20,000",yes,3.5,4.066666667,2.5,3.3,74,3.125,21,3,46,63
NA,female,4 year degree,white,not say,yes,5.333333333,5.333333333,3.3,3.4,78,3.5,39,3,38,63
NA,male,4 year degree,white,"40-59,999",yes,6.666666667,3.466666667,3.4,3.4,72,3.75,28,3,44,59
NA,female,4 year degree,white,"100-199,999",yes,4.666666667,3.6,3.7,3.1,69,3.625,35,5,37,61
NA,female,4 year degree,white,"60-79,999",yes,3,2.133333333,4.5,2.7,52,3.875,41,3,37,71
NA,female,4 year degree,AfricanAmerican,"20-39,999",yes,4.833333333,2.866666667,2.6,3.6,79,3.75,30,9,44,78
NA,female,4 year degree,AfricanAmerican,"20-39,999",yes,6.333333333,3.666666667,2.6,3.3,61,3.625,34,5,57,75
NA,male,4 year degree,white,not say,yes,2.833333333,3.4,4,3,72,3.625,35,3,35,58
NA,female,4 year degree,white,"40-59,999",yes,4.666666667,3.266666667,3,2.9,50,3.25,31,1,40,74
23,female,4 year degree,white,"60-79,999",yes,5.666666667,3.4,2.7,3.1,40,3,26,4,44,52
22,female,4 year degree,white,"20-39,999",yes,5.5,3.333333333,4.4,3,77,3.875,35,6,37,66
30,male,4 year degree,white,"20-39,999",yes,5.666666667,3.933333333,3.5,2.9,80,2.5,22,3,53,62
30,male,4 year degree,white,"60-79,999",yes,3.166666667,5.066666667,2.3,3.9,81,3.5,23,5,40,77
54,female,4 year degree,AfricanAmerican,"40-59,999",yes,5,4.066666667,2,3,78,2.875,28,1,51,77
NA,male,4 year degree,white,"under20,000",yes,2.333333333,3,2.7,2.8,51,3.375,19,1,34,69
NA,other,4 year degree,white,not say,yes,3.833333333,2.733333333,3,3.4,71,3.875,37,3,41,56
NA,female,4 year degree,white,"under20,000",yes,4.333333333,4.333333333,4,3.1,79,3.5,37,5,42,58
NA,female,4 year degree,white,"20-39,999",yes,4,3.466666667,4.2,3.2,64,3.75,46,5,19,18
NA,female,4 year degree,Asian-Pacific,not say,yes,3.5,3.4,2.9,3,49,3.125,23,5,44,50
NA,female,4 year degree,white,not say,yes,2.333333333,3.066666667,2.6,2.8,33,3.875,22,0,28,45
NA,male,4 year degree,other,"20-39,999",no,6.833333333,3.133333333,3.2,3,84,3.625,24,1,42,51
NA,female,4 year degree,white,not say,no,3.166666667,3.4,3.3,3.3,70,3.75,26,5,41,64
NA,female,4 year degree,white,not say,yes,5.333333333,4.8,4.2,3.4,81,3.75,47,4,48,72
NA,female,4 year degree,white,"20-39,999",yes,3.666666667,2.6,3.3,3.1,68,3.875,25,2,42,65
NA,female,4 year degree,white,"100-199,999",yes,4.833333333,3.866666667,3.5,2.9,76,3.375,35,1,48,70
NA,female,4 year degree,white,"80-99,999",yes,3.666666667,3.2,3.1,2.7,84,3.75,29,5,46,72
NA,female,4 year degree,white,"20-39,999",yes,6.333333333,3,4.2,3.1,74,3.5,31,6,35,68
NA,male,4 year degree,Hispanic,"40-59,999",yes,6,3.6,3.2,3.8,72,3.75,46,6,47,76
NA,male,4 year degree,Asian-Pacific,"100-199,999",yes,6,4,2.7,3.6,81,3.5,38,1,48,65
NA,female,4 year degree,"1,2","20-39,999",yes,3.833333333,3.533333333,2.4,3.3,71,3.625,31,3,40,54
NA,female,4 year degree,"1,4","40-59,999",yes,4.5,3.333333333,4.4,2.9,51,3.25,23,1,48,61
NA,female,4 year degree,white,"under20,000",yes,4.333333333,3.266666667,1.7,3.7,67,3.75,25,1,47,61
NA,female,4 year degree,white,"under20,000",yes,2.166666667,2.6,4,2.2,58,3.125,35,1,36,57
NA,female,4 year degree,white,"20-39,999",yes,2.333333333,3.933333333,3.6,2.8,62,3.75,27,9,36,65
NA,male,4 year degree,AfricanAmerican,"under20,000",yes,2,3.666666667,2.9,2.8,28,3.375,25,3,28,52
26,male,4 year degree,white,"over1,000,000",yes,5.833333333,4.533333333,1.9,4,72,3,13,4,46,58
NA,female,4 year degree,Asian-Pacific,"20-39,999",yes,3.833333333,3.866666667,3.2,2.9,57,3.375,30,6,41,77
NA,female,4 year degree,white,"80-99,999",yes,6.333333333,3.733333333,4.1,2.9,83,3,32,4,51,63
NA,female,4 year degree,white,not say,yes,4,4.266666667,3.5,3.5,60,3.75,36,2,39,64
NA,female,4 year degree,white,"200-999,999",yes,4.333333333,5.666666667,3.7,3.1,83,3.75,33,8,42,63
NA,female,4 year degree,white,"under20,000",yes,3.5,2.866666667,4.2,3,64,3.625,32,4,41,63
NA,female,4 year degree,"1,4",not say,yes,5,4.933333333,4,2.8,74,3.125,39,1,39,60
NA,male,4 year degree,white,"100-199,999",yes,5,4.933333333,3.1,2.8,58,2.875,28,2,38,56
NA,female,4 year degree,AfricanAmerican,not say,yes,5,3.8,2.7,3.1,78,3.625,41,4,37,73
NA,female,4 year degree,white,"100-199,999",yes,7,3.333333333,4.3,3.1,74,3.75,27,2,31,66
25,other,4 year degree,white,not say,yes,2.5,4.066666667,3.8,3.7,58,3.875,37,4,41,58
22,female,4 year degree,white,"20-39,999",yes,4.5,3.133333333,3.2,3.2,69,3.625,49,6,37,68
22,female,4 year degree,Hispanic,"20-39,999",yes,4.666666667,4.933333333,2.7,3.5,73,3.625,26,1,38,68
38,female,4 year degree,Hispanic,"200-999,999",yes,6.166666667,5.2,2.3,4,70,2.75,12,5,55,65
61,female,4 year degree,white,not say,yes,6.333333333,5,4,3.4,82,2.75,33,2,56,70
55,female,4 year degree,white,"60-79,999",yes,3,3.533333333,3.1,2.9,65,3.25,31,1,51,69
43,female,4 year degree,white,"80-99,999",yes,4.833333333,5.533333333,2.6,3.1,73,2.25,22,0,59,63
43,male,4 year degree,white,"200-999,999",yes,7,5.733333333,2.4,4,80,3.5,47,9,58,70
23,male,4 year degree,white,"20-39,999",yes,2,2.466666667,4.5,3.5,74,3.875,47,4,38,55
20,female,4 year degree,"1,3",not say,yes,3.833333333,4.333333333,3.1,2.9,67,3.625,27,3,37,53
24,female,4 year degree,white,"20-39,999",yes,2.166666667,4.066666667,3.9,3.2,32,3.125,37,4,31,57
24,female,4 year degree,Asian-Pacific,"40-59,999",yes,3.833333333,2.933333333,3.6,3.4,72,3.375,40,6,49,66
22,female,4 year degree,white,"20-39,999",yes,2.333333333,3.666666667,3.7,3.1,73,3.625,30,5,41,59
26,male,4 year degree,white,"20-39,999",yes,3.333333333,3.666666667,3.9,2.9,73,3.5,30,2,40,45
22,female,4 year degree,white,"80-99,999",yes,6.333333333,3.2,3.2,3.3,54,3,24,3,39,63
NA,male,4 year degree,white,"40-59,999",yes,3.5,3.666666667,1.7,3.7,41,3,15,5,39,57
NA,male,4 year degree,white,"under20,000",yes,6.166666667,5.333333333,4.2,4,84,3.25,45,3,47,67
NA,female,4 year degree,white,"under20,000",yes,5.666666667,3,3.3,3.2,59,3.375,48,6,46,63
NA,female,4 year degree,white,"40-59,999",yes,5.833333333,4.466666667,2.4,3.4,74,3,35,3,39,62
NA,male,4 year degree,white,"20-39,999",yes,6.333333333,4.733333333,1.8,4,62,2.75,37,5,50,80
NA,female,4 year degree,white,"100-199,999",yes,5.166666667,3.2,3,3.2,81,3.5,32,2,39,67
NA,male,4 year degree,white,"20-39,999",yes,6,5.2,2.5,3.8,83,3.5,24,6,43,55
24,male,4 year degree,white,"40-59,999",yes,3.5,3.4,2.9,3.2,75,3.125,35,1,45,68
25,female,4 year degree,white,"20-39,999",yes,3.5,4.133333333,3.7,3.1,68,3.875,39,1,38,69
26,male,4 year degree,AfricanAmerican,"40-59,999",yes,3.666666667,5.466666667,3.2,3.4,84,4,37,5,50,63
31,female,4 year degree,white,"under20,000",yes,3.833333333,4.333333333,4,3,80,3.5,31,3,40,57
58,female,4 year degree,white,"100-199,999",yes,4.333333333,5.266666667,3.1,3.4,64,3.5,27,1,42,64
24,female,4 year degree,Hispanic,"40-59,999",yes,5.833333333,4.266666667,2.6,3,72,3.375,36,2,40,76
39,female,4 year degree,white,"100-199,999",yes,5,5,3.1,4,76,2.125,22,5,59,80
28,male,4 year degree,"1,3,4","20-39,999",yes,2.166666667,3.533333333,2.7,2.8,59,3.75,34,2,42,62
32,female,4 year degree,AfricanAmerican,"80-99,999",yes,6.333333333,6,2.3,3.7,84,2.75,21,3,54,80
30,female,4 year degree,"1,3,5","40-59,999",yes,3.5,2.666666667,3.9,2.9,61,3.375,36,2,40,68
24,female,4 year degree,white,"20-39,999",yes,4.666666667,4,3,3.8,80,3.25,37,6,45,73
28,male,4 year degree,white,"100-199,999",yes,6.666666667,4.666666667,3.3,3.6,82,3.25,37,1,54,78
18,female,4 year degree,white,"60-79,999",yes,5.166666667,2.8,4,3.3,74,3.125,43,8,33,71
NA,female,4 year degree,white,NA,yes,5.833333333,4.2,2.5,3.6,83,3.125,35,5,48,69
NA,female,4 year degree,white,not say,yes,2.833333333,3.933333333,3.2,2.6,63,3,27,1,36,47
44,male,4 year degree,white,"60-79,999",yes,4.833333333,3.666666667,3.4,3.2,60,3.25,35,2,52,56
22,female,4 year degree,other,"under20,000",no,3.833333333,5.133333333,2.6,3.3,56,3.625,31,4,47,69
28,male,4 year degree,AfricanAmerican,"under20,000",no,4,4.2,2.6,3.4,44,3.375,37,6,50,56
21,female,4 year degree,other,"under20,000",no,4,3.133333333,2.6,3.1,50,3.625,33,1,38,71
21,female,4 year degree,AfricanAmerican,"under20,000",no,5.833333333,5.4,2.5,3.4,70,2.75,37,5,37,71
28,female,4 year degree,AfricanAmerican,NA,no,3.666666667,4.933333333,2.1,3.4,39,3.5,21,3,49,67
23,male,4 year degree,"2,6","100-199,999",no,5.5,4,2.1,3.4,64,3.375,49,8,48,60
34,female,4 year degree,"1,2",not say,no,3.333333333,5.466666667,2.6,3.4,58,4,22,3,52,69
22,female,4 year degree,AfricanAmerican,"under20,000",no,5.166666667,4.266666667,2.2,3.1,83,3.5,32,6,44,56
23,female,4 year degree,other,NA,no,4.5,3.2,3.3,2.8,65,3.375,34,5,34,69
21,male,4 year degree,AfricanAmerican,not say,no,2.666666667,4.4,2.4,2.9,44,3.75,29,6,44,53
29,female,4 year degree,AfricanAmerican,not say,no,3.833333333,4.066666667,3,3,46,3,31,5,40,56
26,female,4 year degree,other,NA,no,4.666666667,4.066666667,2,2.8,65,3.625,29,3,38,67
26,female,4 year degree,AfricanAmerican,not say,no,4.333333333,4.666666667,2.2,3.2,83,3.625,20,5,41,59
27,female,4 year degree,Asian-Pacific,"under20,000",yes,6.5,3.8,4.2,2.5,78,2.625,44,0,49,69
25,male,4 year degree,white,"60-79,999",no,4.833333333,3.4,2.4,2.9,63,2.875,24,0,48,69
29,female,4 year degree,AfricanAmerican,"60-79,999",yes,3.833333333,3.4,4.5,3,65,2.75,11,0,48,73
NA,female,4 year degree,white,not say,yes,5.833333333,5.4,3.5,3.8,80,3.5,37,5,36,56
22,female,4 year degree,Hispanic,"40-59,999",yes,5,4.6,2.8,3.9,75,3.75,23,1,52,76
NA,female,4 year degree,white,"40-59,999",yes,5.166666667,4.4,3.3,4,75,3.75,35,6,40,68
NA,female,4 year degree,white,"under20,000",yes,3.5,2.466666667,3.9,2.7,84,4,49,7,45,74
NA,female,4 year degree,white,"20-39,999",yes,1.5,4.2,4.7,2,55,3.5,27,5,33,58
NA,female,4 year degree,white,"under20,000",yes,1.5,4.266666667,4.2,3.8,22,3.625,31,4,49,76
NA,female,4 year degree,white,not say,no,4.833333333,4.266666667,4.1,2.8,75,3.625,33,0,50,69
19,female,4 year degree,other,NA,no,6.5,3.4,2.8,2.8,80,2.875,30,5,36,74
24,other,4 year degree,white,not say,no,5.333333333,4.4,4,3.2,68,3.625,34,8,36,64
25,female,4 year degree,white,"20-39,999",no,4,4.866666667,3,3.3,55,3.625,33,0,44,59
25,female,4 year degree,white,"under20,000",no,4.666666667,4.533333333,3.3,3.7,67,3.625,16,6,40,45
NA,male,4 year degree,AfricanAmerican,not say,yes,5.666666667,3.666666667,2.6,3.9,68,3.5,40,5,43,76
25,female,4 year degree,AfricanAmerican,"200-999,999",yes,6.666666667,4.466666667,3.1,3.2,73,3.375,43,4,38,68
25,female,4 year degree,Hispanic,"under20,000",yes,4.666666667,3.133333333,3.2,2.8,77,3.5,36,4,41,66
24,male,4 year degree,Hispanic,not say,yes,3.166666667,2.6,3.1,3.5,47,3.375,32,5,38,44
NA,female,completed grad degree,white,"40-59,999",yes,5.333333333,4.466666667,3.3,3.1,74,2.875,31,3,48,57
NA,female,completed grad degree,white,"80-99,999",yes,6.333333333,3.666666667,4.1,3.7,76,3.125,37,5,57,69
NA,female,currently grad school,white,"under20,000",yes,4.166666667,4.266666667,4.3,2.8,76,3.375,34,4,36,47
NA,female,currently grad school,white,"20-39,999",yes,5.833333333,3.933333333,2.5,3.8,72,4,37,3,41,66
NA,female,completed grad degree,white,"40-59,999",yes,4.333333333,3.533333333,4.2,2.9,62,3.5,28,0,40,55
NA,female,completed grad degree,white,not say,yes,5.166666667,3.733333333,3.1,3,72,3.75,44,6,39,65
NA,female,currently grad school,white,"60-79,999",yes,6.833333333,3.466666667,3.1,3.9,64,3.75,37,5,41,77
NA,female,completed grad degree,white,"60-79,999",yes,4.833333333,3.666666667,4,3,75,3,32,2,49,68
NA,female,currently grad school,Hispanic,"20-39,999",yes,5.333333333,3.8,2.9,3,78,3.75,29,2,45,69
NA,female,currently grad school,white,"under20,000",yes,4.5,3,3.9,3,58,3.75,32,3,41,33
25,male,completed grad degree,white,"40-59,999",no,5.166666667,3.4,3.6,3,81,3.875,33,8,40,69
25,male,completed grad degree,white,"under20,000",no,5.166666667,4.266666667,3.5,3.1,63,3.375,37,3,42,54
31,female,completed grad degree,white,"20-39,999",no,5.5,2.866666667,2.6,3,68,2.5,30,4,47,68
22,male,completed grad degree,white,"20-39,999",no,5.166666667,3.6,4.1,2.9,73,2.875,26,6,33,63
24,male,currently grad school,white,"20-39,999",no,2.333333333,3.733333333,4,3.4,53,3.5,39,8,38,69
NA,female,currently grad school,white,"20-39,999",yes,5.5,4.066666667,2.7,3.5,78,3.5,33,3,50,54
NA,male,currently grad school,white,"80-99,999",yes,5.166666667,4.866666667,3.2,3.7,62,3.125,34,9,48,72
NA,male,currently grad school,white,not say,yes,7,4.2,3.1,3.9,82,2.5,24,0,55,70
NA,male,currently grad school,white,"20-39,999",yes,4.5,3.866666667,4,3.8,60,3.25,30,6,43,68
41,female,currently grad school,white,"200-999,999",yes,5,2.2,3.3,3.3,72,3.375,21,2,50,48
22,female,currently grad school,"1,3","20-39,999",yes,5.166666667,3.4,3.2,3.6,70,3.875,37,3,43,77
23,female,currently grad school,white,not say,yes,5.5,4.066666667,2.4,3.1,67,3.25,25,4,42,65
43,female,currently grad school,"1,3","20-39,999",yes,4,4.466666667,3.7,4,53,3.25,37,1,55,64
26,female,currently grad school,white,"under20,000",yes,5,4.466666667,2.6,3.1,69,3.625,11,5,48,48
